Reaction_ID,Reaction_Equation,Subsystem
MTSOXINACT,accoa_c + mtsoxin_c --> acmtsoxin_c + coa_c + h_c,Metal and Inorganic Metabolism
MTSOXINtex,mtsoxin_e <=> mtsoxin_p,Transport Systems
MTSOXINtpp,mtsoxin_p <=> mtsoxin_c,Transport Systems
N2ONEtex,n2one_e <=> n2one_p,Transport Systems
N2ONEtpp,n2one_p <=> n2one_c,Transport Systems
PHER,phe__L_c <=> phe__D_c,Amino Acid Metabolism
PPTRNACT,accoa_c + pptrn_c --> acpptrn_c + coa_c + h_c,Metal and Inorganic Metabolism
PPTRNtex,pptrn_e <=> pptrn_p,Transport Systems
PPTRNtpp,pptrn_p <=> pptrn_c,Transport Systems
REPHACCOAT,h2o_c + rephaccoa_c --> coa_c + rephac_c,Alternative Carbon Metabolism
SHGO,S2hglut_c + o2_c --> akg_c + h2o2_c,Amino Acid Metabolism
UND2ONEtex,und2one_e <=> und2one_p,Transport Systems
UND2ONEtpp,und2one_p <=> und2one_c,Transport Systems
2obut_Transport,2obut_e --> 2obut_c,Transport Systems
EX_2obut_e,2obut_e --> ,Transport Systems
f6p_Transport,f6p_e --> f6p_c,Transport Systems
EX_f6p_e,f6p_e --> ,Transport Systems
g1p_Transport,g1p_e --> g1p_c,Transport Systems
EX_g1p_e,g1p_e --> ,Transport Systems
g6p_Transport,g6p_e --> g6p_c,Transport Systems
EX_g6p_e,g6p_e --> ,Transport Systems
glx_Transport,glx_e --> glx_c,Transport Systems
EX_glx_e,glx_e --> ,Transport Systems
malt_Transport,malt_e --> malt_c,Transport Systems
EX_malt_e,malt_e --> ,Transport Systems
malttr_Transport,malttr_e --> malttr_c,Transport Systems
EX_malttr_e,malttr_e --> ,Transport Systems
thymd_Transport,thymd_e --> thymd_c,Transport Systems
EX_thymd_e,thymd_e --> ,Transport Systems
tre_Transport,tre_e --> tre_c,Transport Systems
EX_tre_e,tre_e --> ,Transport Systems
inost_Transport,inost_e --> inost_c,Transport Systems
EX_inost_e,inost_e --> ,Transport Systems
lcts_Transport,lcts_e --> lcts_c,Transport Systems
EX_lcts_e,lcts_e --> ,Transport Systems
CITCIb,citac_c + h2o_c <=> r3mmal_c,Central Carbon Metabolism
3MMD,nad_c + r3mmal_c --> 2m3osuc_c + h_c + nadh_c,Central Carbon Metabolism
MOSDC,2m3osuc_c + h_c --> 2obut_c + co2_c,Central Carbon Metabolism
citac_Transport,citac_e --> citac_c,Transport Systems
EX_citac_e,citac_e --> ,Transport Systems
CITCIa,citm_c <=> citac_c + h2o_c,Central Carbon Metabolism
citm_Transport,citm_e --> citm_c,Transport Systems
EX_citm_e,citm_e --> ,Transport Systems
ASPR,asp__D_c --> asp__L_c,Amino Acid Metabolism
asp__D_Transport,asp__D_e --> asp__D_c,Transport Systems
EX_asp__D_e,asp__D_e --> ,Transport Systems
SSAH,2.0 h_c + nadh_c + sucsal_c <=> h4but_c + nad_c,Alternative Carbon Metabolism
OCOAT3r,ghb_c + succoa_c <=> 4hbutcoa_c + succ_c,Alternative Carbon Metabolism
GHBDHy,h_c + nadph_c + sucsal_c <=> ghb_c + nadp_c,Alternative Carbon Metabolism
h4but_Transport,h4but_e --> h4but_c,Transport Systems
EX_h4but_e,h4but_e --> ,Transport Systems
EX_2hb_e,2hb_e --> ,Transport Systems
2HBt2,2hb_e + h_e <=> 2hb_c + h_c,Transport Systems
2HBO,2hb_c + nad_c <=> 2obut_c + h_c + nadh_c,Alternative Carbon Metabolism
EX_pectin_e,pectin_e --> ,Transport Systems
EPGALURSe,h2o_e + pectin_e --> galur_e,Alternative Carbon Metabolism
EX_dextrin_e,dextrin_e --> ,Transport Systems
DEXTRINt2,dextrin_e + h_e --> dextrin_c + h_c,Transport Systems
MLTG6,dextrin_c + 2.0 h2o_c --> 2.0 glc__D_c,Alternative Carbon Metabolism
EX_srb__L_e,srb__L_e --> ,Transport Systems
SRB_Lt,srb__L_e <=> srb__L_c,Transport Systems
SORD_D,fad_c + sbt__D_c <=> fadh2_c + srb__L_c,Cofactor and Vitamin Biosynthesis
SBTD_D2,nad_c + sbt__D_c --> fru_c + h_c + nadh_c,Alternative Carbon Metabolism
TARTRDH2,nad_c + tartr__M_c <=> h_c + nadh_c + oxglyc_c,Central Carbon Metabolism
TARTRDH,nad_c + tartr__L_c <=> h_c + nadh_c + oxglyc_c,Central Carbon Metabolism
TARTDC,h_c + tartr__L_c --> co2_c + glyc__R_c,Central Carbon Metabolism
tartr__M_Transport,tartr__M_e --> tartr__M_c,Transport Systems
EX_tartr__M_e,tartr__M_e --> ,Transport Systems
MACPT,acACP_c + malon_c --> ac_c + malACP_c,Fatty Acid and Lipid Metabolism
malon_Transport,malon_e --> malon_c,Transport Systems
EX_malon_e,malon_e --> ,Transport Systems
EX_tag__D_e,tag__D_e --> ,Transport Systems
TAGtex,tag__D_e <=> tag__D_p,Transport Systems
TAGptspp,pep_c + tag__D_p --> pyr_c + tag1p__D_c,Transport Systems
TAG1PK,atp_c + tag1p__D_c --> adp_c + h_c + tagdp__D_c,Cellular Processes and Storage
TGBPA,tagdp__D_c <=> dhap_c + g3p_c,Central Carbon Metabolism
EX_tcb_e,tcb_e --> ,Transport Systems
TCBt2ex,tcb_e --> tcb_p,Transport Systems
TCBt2pp,h_p + tcb_p --> h_c + tcb_c,Transport Systems
TCBO,q8_c + tcb_c --> acon_C_c + q8h2_c,Central Carbon Metabolism
EX_alagly_e,alagly_e --> ,Transport Systems
ALAGLYtr,alagly_e + atp_c + h2o_c --> adp_c + alagly_c + h_c + pi_c,Transport Systems
AMPEP4,alagly_c + h2o_c <=> ala__L_c + gly_c,Nitrogen Metabolism
EX_gly_asp__L_e,gly_asp__L_e --> ,Transport Systems
DIPEPabc13,atp_c + gly_asp__L_e + h2o_c --> adp_c + gly_asp__L_c + h_c + pi_c,Transport Systems
AMPEP10,gly_asp__L_c + h2o_c <=> asp__L_c + gly_c,Nitrogen Metabolism
EX_gly_glu__L_e,gly_glu__L_e --> ,Transport Systems
DIPEPabc10,atp_c + gly_glu__L_e + h2o_c --> adp_c + gly_glu__L_c + h_c + pi_c,Transport Systems
AMPEP8,gly_glu__L_c + h2o_c <=> glu__L_c + gly_c,Nitrogen Metabolism
EX_12ppd__R_e,12ppd__R_e --> ,Transport Systems
12PPDRtex,12ppd__R_e <=> 12ppd__R_p,Transport Systems
12PPDRtpp,12ppd__R_p <=> 12ppd__R_c,Transport Systems
PPDOy,h_c + lald__D_c + nadph_c --> 12ppd__R_c + nadp_c,Cofactor and Vitamin Biosynthesis
EX_acgam_e,acgam_e --> ,Transport Systems
ACGAtex,acgam_e <=> acgam_p,Transport Systems
ACGAptspp,acgam_p + pep_c --> acgam6p_c + pyr_c,Transport Systems
AGDC,acgam6p_c + h2o_c --> ac_c + gam6p_c,Nitrogen Metabolism
EX_acmana_e,acmana_e --> ,Transport Systems
ACMANAtex,acmana_e <=> acmana_p,Transport Systems
ACMANAptspp,acmana_p + pep_c --> acmanap_c + pyr_c,Transport Systems
AMANAPEr,acmanap_c <=> acgam6p_c,Nitrogen Metabolism
EX_acnam_e,acnam_e --> ,Transport Systems
ACNAMtex,acnam_e <=> acnam_p,Transport Systems
ACNAMt2pp,acnam_p + h_p --> acnam_c + h_c,Transport Systems
ACNML,acnam_c --> acmana_c + pyr_c,Cell Envelope and Wall Biosynthesis
AMANK,acmana_c + atp_c --> acmanap_c + adp_c + h_c,Nitrogen Metabolism
EX_all__D_e,all__D_e --> ,Transport Systems
ALLtex,all__D_e <=> all__D_p,Transport Systems
ALLabcpp,all__D_p + atp_c + h2o_c --> adp_c + all__D_c + h_c + pi_c,Transport Systems
ALLK,all__D_c + atp_c --> adp_c + all6p_c + h_c,Alternative Carbon Metabolism
ALLPI,all6p_c <=> allul6p_c,Metal and Inorganic Metabolism
ALLULPE,allul6p_c <=> f6p_c,Metal and Inorganic Metabolism
EX_arab__L_e,arab__L_e --> ,Transport Systems
ARBabcpp,arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,Transport Systems
ARAI,arab__L_c <=> rbl__L_c,Metal and Inorganic Metabolism
RBK_L1,atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c,Alternative Carbon Metabolism
EX_but_e,but_e --> ,Transport Systems
BUTtex,but_e <=> but_p,Transport Systems
BUTt2rpp,but_p + h_p <=> but_c + h_c,Transport Systems
BUTCT,accoa_c + but_c --> ac_c + btcoa_c,Cofactor and Vitamin Biosynthesis
HACD1,aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c,Fatty Acid and Lipid Metabolism
EX_dha_e,dha_e --> ,Transport Systems
DHAtex,dha_e <=> dha_p,Transport Systems
DHAtpp,dha_p <=> dha_c,Transport Systems
DHAPT,dha_c + pep_c --> dhap_c + pyr_c,Central Carbon Metabolism
EX_fuc__L_e,fuc__L_e --> ,Transport Systems
FUCtex,fuc__L_e <=> fuc__L_p,Transport Systems
FUCtpp,fuc__L_p + h_p <=> fuc__L_c + h_c,Transport Systems
FCI,fuc__L_c <=> fcl__L_c,Metal and Inorganic Metabolism
FCLK,atp_c + fcl__L_c --> adp_c + fc1p_c + h_c,Alternative Carbon Metabolism
FCLPA,fc1p_c <=> dhap_c + lald__L_c,Central Carbon Metabolism
EX_gal_e,gal_e --> ,Transport Systems
GALtex,gal_e <=> gal_p,Transport Systems
GALabcpp,atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c,Transport Systems
GALKr,atp_c + gal_c <=> adp_c + gal1p_c + h_c,Alternative Carbon Metabolism
UGLT,gal1p_c + udpg_c <=> g1p_c + udpgal_c,Amino Acid Metabolism
EX_galt_e,galt_e --> ,Transport Systems
GALTtex,galt_e <=> galt_p,Transport Systems
GALTptspp,galt_p + pep_c --> galt1p_c + pyr_c,Transport Systems
GLTPD,galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c,Amino Acid Metabolism
PFK_2,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,Central Carbon Metabolism
EX_gam_e,gam_e --> ,Transport Systems
GAMtex,gam_e <=> gam_p,Transport Systems
GAMptspp,gam_p + pep_c --> gam6p_c + pyr_c,Transport Systems
G6PDA,gam6p_c + h2o_c --> f6p_c + nh4_c,Nitrogen Metabolism
EX_glyc3p_e,glyc3p_e --> ,Transport Systems
GLYC3Ptex,glyc3p_e <=> glyc3p_p,Transport Systems
GLYC3Pt6pp,glyc3p_p + pi_c --> glyc3p_c + pi_p,Transport Systems
G3PT,glyc3p_c + h2o_c --> glyc_c + pi_c,Alternative Carbon Metabolism
EX_lyx__L_e,lyx__L_e --> ,Transport Systems
LYXtex,lyx__L_e <=> lyx__L_p,Transport Systems
LYXt2pp,h_p + lyx__L_p --> h_c + lyx__L_c,Transport Systems
LYXI,lyx__L_c --> xylu__L_c,Metal and Inorganic Metabolism
XYLK2,atp_c + xylu__L_c --> adp_c + h_c + xu5p__L_c,Central Carbon Metabolism
X5PL3E,xu5p__L_c --> ru5p__L_c,Metal and Inorganic Metabolism
RBP4E,ru5p__L_c <=> xu5p__D_c,Metal and Inorganic Metabolism
MALDDH,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c,Central Carbon Metabolism
EX_metglcur_e,metglcur_e --> ,Transport Systems
METGLCURtex,metglcur_e <=> metglcur_p,Alternative Carbon Metabolism
METGLCURt2pp,h_p + metglcur_p --> h_c + metglcur_c,Transport Systems
METGLCUR,h2o_c + metglcur_c --> glcur_c + meoh_c,Amino Acid Metabolism
EX_mnl_e,mnl_e --> ,Transport Systems
MNLtex,mnl_e <=> mnl_p,Transport Systems
MNLptspp,mnl_p + pep_c --> mnl1p_c + pyr_c,Transport Systems
M1PD,mnl1p_c + nad_c <=> f6p_c + h_c + nadh_c,Cellular Processes and Storage
EX_sbt__D_e,sbt__D_e --> ,Transport Systems
SBTtex,sbt__D_e <=> sbt__D_p,Transport Systems
SBTptspp,pep_c + sbt__D_p --> pyr_c + sbt6p_c,Transport Systems
SBTPD,nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c,Cellular Processes and Storage
EX_tartr__L_e,tartr__L_e --> ,Transport Systems
TARTRtex,tartr__L_e <=> tartr__L_p,Transport Systems
TARTRt7pp,succ_c + tartr__L_p <=> succ_p + tartr__L_c,Transport Systems
TARTD,tartr__L_c --> h2o_c + oaa_c,Central Carbon Metabolism
EX_tym_e,tym_e --> ,Transport Systems
TYMtex,tym_e <=> tym_p,Transport Systems
TYROXDApp,h2o_p + o2_p + tym_p --> 4hoxpacd_p + h2o2_p + nh4_p,Cofactor and Vitamin Biosynthesis
4HOXPACDtex,4hoxpacd_e <=> 4hoxpacd_p,Transport Systems
URIt2pp,h_p + uri_p --> h_c + uri_c,Transport Systems
4HOXPACDOX_NADP,4hoxpacd_c + h2o_c + nadp_c --> 4hphac_c + 2.0 h_c + nadph_c,Cofactor and Vitamin Biosynthesis
AACOAR_syn,aacoa_c + h_c + nadph_c --> 3hbcoa__R_c + nadp_c,Cofactor and Vitamin Biosynthesis
ACDO,dhmtp_c + o2_c --> 2kmb_c + for_c + h_c,Amino Acid Metabolism
ACOXT,accoa_c + oxa_c --> ac_c + oxalcoa_c,Fatty Acid and Lipid Metabolism
AHCi,ahcys_c + h2o_c --> adn_c + hcys__L_c,Amino Acid Metabolism
AMAA,acmama_c + h2o_c --> acmam_c + ala__L_c,Amino Acid Metabolism
BLACT,h2o_c + pencil_c --> h_c + pencilca_c,Transport Systems
CBL,cyst__L_h + h2o_h --> hcys__L_h + nh4_h + pyr_h,Amino Acid Metabolism
CDPGLC46DH,cdpglc_c --> cdp4dh6doglc_c + h2o_c,Cell Envelope and Wall Biosynthesis
CMHMI,5cmhm_c --> 5cohe_c,Amino Acid Metabolism
CODSCL5DA,codscl5a_c + h2o_c --> acald_c + codscl5b_c + h_c,Metal and Inorganic Metabolism
COKECBESr,coke_r + h2o_r --> bz_r + egme_r + h_r,Aromatic Compound Degradation
DGUNC,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c,Nucleotide Metabolism
DHPDO,34dhpha_c + o2_c --> 5cmhmsa_c + h_c,Amino Acid Metabolism
DHR,cbasp_m --> dhor__S_m + h2o_m + h_m,Nucleotide Metabolism
EAR181x,h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c,Central Carbon Metabolism
EAR80x,h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c,Central Carbon Metabolism
ECGISOr,ecgon_r --> pecgon_r,Metal and Inorganic Metabolism
FLVRx,h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c,Cofactor and Vitamin Biosynthesis
FNOR,2.0 fdxrd_c + h_c + nadp_c --> 2.0 fdxo_2_2_c + nadph_c,Cofactor and Vitamin Biosynthesis
H4THDPS,aspsa_c + pyr_c --> 4hthdp_c + h2o_c + h_c,Amino Acid Metabolism
HIUH,5hiu_m + h2o_m --> 5houdic_m,Nucleotide Metabolism
HPA3MO,4hphac_c + h_c + nadh_c + o2_c --> 34dhpha_c + h2o_c + nad_c,Amino Acid Metabolism
HSD17B2r,andrstndn_r + h_r + nadh_r --> nad_r + tststerone_r,Fatty Acid and Lipid Metabolism
HSD3A1r,andrstandn_r + h_r + nadh_r --> andrstrn_r + nad_r,Cellular Processes and Storage
HSTPTr,glu__L_c + imacp_c --> akg_c + h_c + hisp_c,Amino Acid Metabolism
KAS6,17.0 h_c + ibcoa_c + 6.0 malcoa_c + 12.0 nadph_c --> 6.0 co2_c + 7.0 coa_c + fa6_c + 5.0 h2o_c + 12.0 nadp_c,Cofactor and Vitamin Biosynthesis
MS,h_m + hcys__L_m + mhpglu_m --> hpglu_m + met__L_m,Amino Acid Metabolism
PACCOAL2,4hphac_c + atp_c + coa_c --> amp_c + hphaccoa_c + ppi_c,Cofactor and Vitamin Biosynthesis
PACL,atp_c + coa_c + pac_c --> amp_c + h_c + phaccoa_c + ppi_c,Cofactor and Vitamin Biosynthesis
PAN4PP,h2o_c + pan4p_c --> pi_c + ptth_c,Cellular Processes and Storage
PHACTE,h2o_c + phaccoa_c --> coa_c + pac_c,Amino Acid Metabolism
PHYT3,h2o_c + inoshp_c --> inospp1_c + pi_c,Metal and Inorganic Metabolism
PPBNGS_1,2.0 5aop_h + h_h --> 2.0 h2o_h + ppbng_h,Cofactor and Vitamin Biosynthesis
Q23DO,o2_c + quc_c --> 2pcpgc_c + co_c,Cofactor and Vitamin Biosynthesis
r1377,fald_c + gthrd_c --> HC02121_c,Amino Acid Metabolism
RDH2a,nadp_c + retinol_9_cis_c --> h_c + nadph_c + retinal_cis_9_c,Cofactor and Vitamin Biosynthesis
RE1711C_2,CE1918_c + nad_c --> 5hoxindact_c + h_c + nadh_c,Aromatic Compound Degradation
RE2034C,C02356_c + akg_c --> 2obut_c + glu__L_c,Central Carbon Metabolism
SBTRh,nadp_h + sbt__D_h --> Glc_aD_h + h_h + nadph_h,Cofactor and Vitamin Biosynthesis
SERD_D,ser__D_c --> nh4_c + pyr_c,Nitrogen Metabolism
SGOR,fad_c + sphgn_c --> fadh2_c + sphings_c,Cofactor and Vitamin Biosynthesis
SPMS,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c,Nitrogen Metabolism
SULFT,cn_c + thios_c --> so3_c + thioc_c,Metal and Inorganic Metabolism
T2M26DCOAHLm,h2o_m + t2m26dcoa_m --> 3h26dm5coa_m,Central Carbon Metabolism
THRA,thr__L_c --> acald_c + gly_c,Amino Acid Metabolism
UACMAMO,h2o_c + 2.0 nad_c + uacmam_c --> 3.0 h_c + 2.0 nadh_c + uacmamu_c,Nitrogen Metabolism
BCDO,caro_c + o2_c --> 2.0 retinal_c,Cofactor and Vitamin Biosynthesis
GLCNACAMS,mal__L_c + uacgam_c --> acgamm_c + h_c + udp_c,Central Carbon Metabolism
ACTD,actn__R_c + nad_c --> diact_c + h_c + nadh_c,Alternative Carbon Metabolism
CRNCDH,crncoa_c --> ctbtcoa_c + h2o_c,Fatty Acid and Lipid Metabolism
CMLBL,4cnbt_c + h2o_c --> h_c + malac_c,Central Carbon Metabolism
FORA,frmd_c + h2o_c --> for_c + h_c + nh4_c,Cellular Processes and Storage
DHPTPE,ahdt_c --> dhmptp_c,Metal and Inorganic Metabolism
HAS2,ha_pre1_e + uacgam_c + udpglcur_c --> 2.0 h_c + ha_e + 2.0 udp_c,Cell Envelope and Wall Biosynthesis
DKII,46dh25dohxn_c + h_c + nadh_c --> 2ddglcn_c + nad_c,Alternative Carbon Metabolism
LDH_L,lac__L_c + nad_c --> h_c + nadh_c + pyr_c,Central Carbon Metabolism
MGSA,dhap_c --> mthgxl_c + pi_c,Amino Acid Metabolism
3HPPPNH,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c,Alternative Carbon Metabolism
MSHS,accoa_c + cigam_c --> coa_c + msh_c,Fatty Acid and Lipid Metabolism
NMO,etha_c + fmnh2_c + o2_c --> acald_c + fmn_c + no2_c,Cofactor and Vitamin Biosynthesis
PSP,h2o_h + pser__L_h --> pi_h + ser__L_h,Amino Acid Metabolism
ASP1DC,asp__L_c + h_c --> ala_B_c + co2_c,Amino Acid Metabolism
PPCOAC,atp_c + hco3_c + ppcoa_c --> adp_c + h_c + mmcoa__S_c + pi_c,Alternative Carbon Metabolism
RHMND,rhmn_c --> h2o_c + lkdr_c,Alternative Carbon Metabolism
UDPGD,h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c,Cell Envelope and Wall Biosynthesis
3HPPD,3hpp_c + nad_c --> h_c + msa_c + nadh_c,Alternative Carbon Metabolism
ACONT,cit_c --> icit_c,Central Carbon Metabolism
ACCOALm,atp_m + coa_m + ppa_m --> amp_m + ppcoa_m + ppi_m,Cofactor and Vitamin Biosynthesis
RDXR,nadh_c + 2.0 rdxo_c --> h_c + nad_c + 2.0 rdxr_c,Energy Metabolism
UGAH,h2o_m + h_m + udg_m --> nh4_m + urdglyc_m,Amino Acid Metabolism
ACMAA,h2o_c + pepm_w --> aglaa_e + anhgm_w,Amino Acid Metabolism
GLUN,gln__L_c + h2o_c --> glu__L_c + nh4_c,Amino Acid Metabolism
OCT,cbp_c + orn_c --> citr__L_c + pi_c,Amino Acid Metabolism
SKDH,3dhsk_h + h_h + nadph_h --> nadp_h + skm_h,Amino Acid Metabolism
SKK,atp_h + skm_h --> adp_h + h_h + skm5p_h,Amino Acid Metabolism
DQDH,3dhq_h --> 3dhsk_h + h2o_h,Amino Acid Metabolism
BZSCD,bzsuccoa_c + fad_c --> fadh2_c + phitcoa_c,Central Carbon Metabolism
MPML,atp_c + h2o_c + mg2_c + ppp9_c --> adp_c + 3.0 h_c + mppp9_c + pi_c,Cofactor and Vitamin Biosynthesis
CELASE1,cell4_c + h2o_c --> 2.0 cellb_c,Cell Envelope and Wall Biosynthesis
CHOLD2,chol_c + fad_c --> betald_c + fadh2_c,Central Carbon Metabolism
DMBZIDS2,fmnh2_c + h_c + nadh_c + o2_c --> dialurate_c + dmbzid_c + e4p_c + h2o_c + nad_c,Amino Acid Metabolism
CYRDAS,2.0 atp_c + cobya_c + 2.0 gln__L_c + h2o_c --> 2.0 adp_c + co2dam_c + 2.0 glu__L_c + h_c + ppi_c,Amino Acid Metabolism
CPC5MT,amet_c + copre5_c + h2o_c --> acald_c + ahcys_c + copre6_c + h_c,Amino Acid Metabolism
PCT,ctp_c + h_c + ptdoh_MRSA_c --> cdpdag_MRSA_c + pi_c,Cellular Processes and Storage
CXSAMS,amet_c + pphn_c --> cxsam_c + h2o_c + phpyr_c,Amino Acid Metabolism
THRPDC,h_c + thrp_c --> applp_c + co2_c,Amino Acid Metabolism
G1PUT_h,g1p_h + h_h + utp_h --> ppi_h + udpg_h,Cellular Processes and Storage
CYNL,cynt_c + h_c + hco3_c --> cbm_c + co2_c,Nitrogen Metabolism
CYTBD,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_e + q8_c,Central Carbon Metabolism
H4THDPR,4hthdp_c + h_c + nadph_c --> h2o_c + nadp_c + thdp_c,Cofactor and Vitamin Biosynthesis
APATi,accoa_c + h2o_c + thdp_c --> acamoxm_c + coa_c,Fatty Acid and Lipid Metabolism
13PPDH,3hppnl_c + h_c + nadh_c --> 13ppd_c + nad_c,Central Carbon Metabolism
DHPD,56dura_c + h2o_c --> cala_c,Cofactor and Vitamin Biosynthesis
SALCOD,2.0 h_c + nadh_c + o2_c + salc_c --> catechol_c + co2_c + h2o_c + nad_c,Aromatic Compound Degradation
DXRI,dxyl5p_h + h_h + nadph_h --> 2me4p_h + nadp_h,Cofactor and Vitamin Biosynthesis
DXS,g3p_h + h_h + pyr_h --> co2_h + dxyl5p_h,Cofactor and Vitamin Biosynthesis
TDPGALPT,akg_c + dtdp3a36ddgalp_c --> dtdp3d6dgalp_c + glu__L_c,Amino Acid Metabolism
TDPGALPACT,accoa_c + dtdp3a36ddgalp_c --> coa_c + dtdpquip3nac_c + h_c,Fatty Acid and Lipid Metabolism
DHNPA,dhnpt_c --> 2ahhmp_c + gcald_c + h_c,Central Carbon Metabolism
r1378,HC02121_c + nad_c --> Sfglutth_c + h_c + nadh_c,Amino Acid Metabolism
GAPD_1,g3p_c + nad_c + pi_c --> 13dpg_c + nadh_c,Central Carbon Metabolism
GLYCK2,atp_c + glyc__R_c --> 2pg_c + adp_c + h_c,Amino Acid Metabolism
HOXPRx,glyc__R_c + nad_c --> 2h3opp_c + h_c + nadh_c,Alternative Carbon Metabolism
GLCDe,glc__D_e + h2o_e + q8_c --> glcn_e + h_e + q8h2_c,Cofactor and Vitamin Biosynthesis
GLYDHD,gly_m + lpro_m --> alpro_m + co2_m,Amino Acid Metabolism
GDH1,glu__L_c + h2o_c + nad_c --> akg_c + 2.0 h_c + nadh_c + nh3_c,Amino Acid Metabolism
GDH2,glc__bD_c + nadp_c --> 15gl_c + h_c + nadph_c,Cofactor and Vitamin Biosynthesis
GLYCTO2,glyclt_c + q8_c --> glx_c + q8h2_c,Alternative Carbon Metabolism
GLYCTO3,glyclt_c + mqn8_c --> glx_c + mql8_c,Alternative Carbon Metabolism
GLYCTO4,2dmmq8_c + glyclt_c --> 2dmmql8_c + glx_c,Alternative Carbon Metabolism
GLUK,atp_c + glc__D_c --> adp_c + g6p_B_c + h_c,Central Carbon Metabolism
G3PD1,dhap_h + h_h + nadh_h --> glyc3p_h + nad_h,Alternative Carbon Metabolism
GLUS_nadph,akg_h + gln__L_h + h_h + nadph_h --> 2.0 glu__L_h + nadp_h,Amino Acid Metabolism
GDR,gthox_c + h_c + nadh_c --> 2.0 gthrd_c + nad_c,Amino Acid Metabolism
GTHS_1,atp_h + glucys_h + gly_h --> adp_h + gthrd_h + 2.0 h_h + pi_h,Amino Acid Metabolism
GMPS,atp_c + nh4_c + xmp_c --> amp_c + gmp_c + 2.0 h_c + ppi_c,Nucleotide Metabolism
IDTDH,h_c + nadh_c + srb__L_c --> idt_c + nad_c,Cofactor and Vitamin Biosynthesis
GLYOX3,h2o_c + mthgxl_c --> h_c + lac__D_c,Central Carbon Metabolism
4HBZR,4hbzcoa_c + fdxr_42_c + 6.0 h_c --> benzcoa_c + fdxo_42_c + h2o_c,Aromatic Compound Degradation
FECPP3O,2.0 amet_c + fecpp3_c --> 2.0 co2_c + 2.0 dad_5_c + 4.0 h_c + 2.0 met__L_c + pheme_c,Cofactor and Vitamin Biosynthesis
NAD_H2,h_c + nadh_c --> h2_c + nad_c,Energy Metabolism
HSDH,aspsa_h + h_h + nadph_h --> hom__L_h + nadp_h,Amino Acid Metabolism
INS2D,inost_c + nad_c --> 2ins_c + h_c + nadh_c,Alternative Carbon Metabolism
MOAT,ckdo_c + lipidA_c --> cmp_c + h_c + kdolipid4_c,Nucleotide Metabolism
IPMD_1,3c2hmp_c + nad_c --> 2ip3os_c + h_c + nadh_c,Central Carbon Metabolism
TDSK,atp_c + lipidAds_c --> adp_c + h_c + lipidA_c,Fatty Acid and Lipid Metabolism
LAURTRANS,ddcaACP_c + kdo2lipid4_c --> ACP_c + laur_kdo2lipid4_c,Cell Envelope and Wall Biosynthesis
r1391,dxtrn_c --> HC02136_c,Cellular Processes and Storage
ALCD1,meoh_c + nad_c --> fald_c + h_c + nadh_c,Alternative Carbon Metabolism
SHCHCS3,2sephchc_c --> 2shchc_c + pyr_c,Central Carbon Metabolism
HKNDDH,h2o_c + hkndd_c --> h_c + op4en_c + succ_c,Central Carbon Metabolism
HIBD,3hmp_c + nad_c --> 2mop_c + h_c + nadh_c,Alternative Carbon Metabolism
GTPC,amet_c + gtp_c --> 38ch2gtp_c + dad_5_c + met__L_c,Amino Acid Metabolism
FMNRy_1,fmn_c + 2.0 h_c + nadph_c --> fmnh2_c + nadp_c,Cofactor and Vitamin Biosynthesis
AHCYSNS,ahcys_c + h2o_c --> ade_c + rhcys_c,Amino Acid Metabolism
UAATAAL,alaala_c + atp_c + uamagl_c --> adp_c + h_c + pi_c + uamaglaa_c,Nitrogen Metabolism
DGTP8DETOX,8oxdgtp_c + h2o_c --> 8oxdgmp_c + h_c + ppi_c,Nucleotide Metabolism
PBAL,ala_B_c + atp_c + pant__R_c --> amp_c + 2.0 h_c + pnto__R_c + ppi_c,Amino Acid Metabolism
HTHRPDH,nad_c + phthr_c --> 2a3pp_c + h_c + nadh_c,Amino Acid Metabolism
PDX5PSc,3a2oprop_c + dxyl5p_c --> 2.0 h2o_c + h_c + pdx5p_c + pi_c,Cofactor and Vitamin Biosynthesis
PHEH_c,o2_c + phe__L_c + thbpt_c --> hthbp_c + tyr__L_c,Amino Acid Metabolism
PRO1x,nad_c + pro__L_c --> 1pyr5c_c + 2.0 h_c + nadh_c,Amino Acid Metabolism
